date,humidity_percent,pressure_hpa,wind_speed_kmph,cloud_cover_percent,rainfall_mm,sunshine_hours,temperature_c
1/1/2015,49.963209507789,1006.15485729266,29.1999324395988,63.8144568372173,14.9456020602208,10.166838932357,63.4
1/2/2015,96.0571445127932,1003.30384673619,7.38047982394846,45.9292453534193,4.7408887581029,5.93420452463244,59.14
1/3/2015,78.5595153449124,992.3307738752,13.8655877747954,96.449852486394,6.31796124861079,2.34558732758623,47.76
1/4/2015,67.8926787357629,1022.5086669071,26.5312254743127,21.8978450984238,9.03355640904609,8.83970143932111,65.66
1/5/2015,32.4814912353949,1013.3636912356,19.2835737809791,58.785641599894,10.1826667182474,5.02413762819954,65.4
1/6/2015,32.4795616268962,1040.59906946268,29.5428415453957,70.0210014990222,12.1130904605272,7.13552980142996,62.18
1/7/2015,24.6466889734559,982.247670633744,38.4483160489143,82.5564489345381,12.7730014481747,1.28718348208726,53.98
1/8/2015,89.2940916619948,1025.07075492885,4.6618675086079,40.6971030428007,22.7858172743767,7.5790078741919,62.53
1/9/2015,68.0892009394567,1033.4064214958,28.3827086559224,68.6921907657481,25.478659541302,4.48260586734149,53.2
1/10/2015,76.6458062236836,1033.16405984318,9.21376622528458,30.3201471384282,15.4439604063177,4.01027699662193,59.63
1/11/2015,21.6467595436641,1042.02517769668,16.5790690963027,43.547609236182,45.3648209960364,11.7589869453336,65.08
1/12/2015,97.5927881729595,1031.03236199806,1.31450903180559,89.5627131203399,27.6569861669477,5.18916771312296,49.04
1/13/2015,86.5954112640337,1044.94670431533,5.43629529170795,94.9907609330954,39.3738464016703,8.13646053738881,50.37
1/14/2015,36.987128854262,1003.28596198746,12.7910915619559,71.8817346927264,46.2118916210421,7.53273042688609,51.67
1/15/2015,34.545997376568,1015.2246591726,13.6794322115193,37.4351890776185,8.15675572879026,1.25164261062189,60.3
1/16/2015,34.6723607882747,980.985576429802,35.9834086584838,82.0057789974664,21.3937241857817,8.97513044477179,56.83
1/17/2015,44.339379436763,980.48703111123,29.6725163706606,2.58670817254201,21.6605200857304,3.87791044120291,62.14
1/18/2015,61.980514530579,996.808863431606,38.8873187274816,10.2745910539421,17.7236125219177,9.58727459036082,64.76
1/19/2015,54.5556014913692,987.056503799736,23.9628604134096,66.1373736375361,0.445293327581997,7.29168939138458,59.86
1/20/2015,43.2983312158433,998.214795755502,9.66854928365272,29.1248575270057,40.7986053889047,3.80509787944187,56.89
1/21/2015,68.9482315777903,992.393030616987,13.1062011968657,95.1386218400477,5.57796607769514,4.27551552397285,53.97
1/22/2015,31.1595088521633,981.996401738705,12.7934369316786,43.6060612092304,49.7740298960879,8.77808843599632,57.28
1/23/2015,43.3715718828174,1043.65129024842,13.05977310653,42.9364820389177,38.647924595559,6.60071178147458,59.26
1/24/2015,49.3089474634953,980.575619197222,26.9185669244726,67.8079510190931,29.0005008803257,8.02021248805578,54.88
1/25/2015,56.4855987373628,1031.52575010359,21.2323171236166,76.7568562306189,7.73032088707987,1.89981985290225,56.93
1/26/2015,82.814076911441,990.650352084366,15.4169671234657,47.5558738125136,25.7696485696623,9.44372006674102,57.02
1/27/2015,35.9739025726687,1043.85607353997,5.96359074914866,21.4000901711724,13.0554370428904,3.84469582698041,66.68
1/28/2015,61.1387550730889,1042.49571577129,0.885566517685836,77.3308642725621,12.6161262271534,7.43833520589208,63.13
1/29/2015,67.3931655089633,1025.77308024584,8.7533871035077,32.0351274873627,41.4764624691242,1.3761579029041,50.02
1/30/2015,23.7160330175998,1027.05639048604,4.29885615874725,17.5110769293857,19.0322211979717,3.8570428938836,66.14
1/31/2015,68.603588152115,980.373739937878,31.4178012340895,63.1640189925013,22.5361901695402,7.7864075167997,54.21
2/1/2015,33.6419298949833,1048.94100962795,4.49991831255541,9.04536669903504,42.1482368890059,3.290473587483,62.42
2/2/2015,25.2041274388223,1041.4482822503,28.9691294922734,97.1352675086055,4.38953128594212,10.5637463609978,66.84
2/3/2015,95.9108429802666,1042.6574358011,15.4263475910433,63.2397264412137,29.7308926545524,7.93474079332104,51.12
2/4/2015,97.2505626459647,1026.14711759356,2.93513558975103,98.5895520921755,28.9107840686518,10.4433407195615,52.84
2/5/2015,84.6717878493168,1004.13508500581,32.5092019772634,33.8893423478636,21.2607284633337,4.74468842701344,56.67
2/6/2015,44.3691015338696,1042.55540543633,23.1852228094645,97.1205161190397,41.4887320712046,0.4078217114961,46.04
2/7/2015,27.8137691205107,1000.40618497058,9.43046051454292,14.5562247728623,47.1445030667846,6.91367956026123,63.06
2/8/2015,74.7386421209725,1019.38980803395,35.7872469733067,4.06947723470284,23.2667930956805,4.07032203270446,55.17
2/9/2015,55.2121994991681,986.981168064071,1.81033255482205,3.29840604546025,22.8073525499199,5.37826051106823,64.11
2/10/2015,29.7630587875823,1044.53689410929,8.07278432791051,46.4870370599227,25.1031864835372,8.17332256707298,65.97
2/11/2015,59.6141528089016,989.853932043985,30.0818771122344,8.30041974785947,36.156201541653,8.40797600485046,58.89
2/12/2015,22.7510816892174,995.742776401128,28.3751172123955,51.2167884167601,33.4030145349481,0.330676978389784,53.39
2/13/2015,92.7456321663025,1019.06939106897,11.5708677489791,32.75005035089,11.1417474603443,9.23163207407536,61.45
2/14/2015,40.7023985280013,1033.4865100149,2.48099501411132,33.5628992474115,3.19476742996716,5.92222697947294,68.31
2/15/2015,73.0017827483185,1023.35459141554,34.3231228889977,63.5608996545169,47.4627064908394,6.68038527989459,47.34
2/16/2015,44.9368860871528,996.249373896011,12.5479055227961,16.309800615162,13.0534879866852,3.57593022227823,63.29
2/17/2015,61.6054416942248,980.066012976924,7.8285365971306,76.6553370339731,31.9298342345295,5.05000543200697,52.73
2/18/2015,63.7368223474623,1033.00054062152,20.642472894439,58.2030919778634,41.4219001371861,8.52450160775198,55.52
2/19/2015,34.7883564420421,1048.96451281377,36.4090879712978,91.494462884751,15.0138375273593,9.3205656353311,62.25
2/20/2015,97.5667702211646,1036.69391842142,1.74186311373501,36.4840653767523,31.7716706828464,4.64527417401573,54.98
2/21/2015,82.0106258688891,1012.21446327096,30.6321635212355,98.2714992067125,5.39501205746124,8.29341039181596,53.21
2/22/2015,95.1599153251351,1043.26370829793,22.8989291175483,57.5827646714023,48.496572218783,3.09652202026125,44.32
2/23/2015,91.5861880342119,1008.68933711828,17.0179646620726,97.3401956187533,2.90791375253129,9.98427198213018,58.09
2/24/2015,67.8319983048868,1016.74538589704,29.7632177642024,2.70606540471153,21.9087336920488,7.31777086688838,61.96
2/25/2015,93.7499388018493,1013.39908371769,38.6329769776652,72.7976322412388,26.8409621030011,9.30223819280274,47.49
2/26/2015,27.0794001641535,1011.33367108658,9.16824844650764,81.6621524292736,39.5240889331682,5.72585822781416,54.91
2/27/2015,35.6786289935316,1034.26335385057,5.74589460288478,5.31732866764875,6.05642585362106,2.74931141978346,72.2
2/28/2015,23.618183112843,1016.87382350886,36.5152698089078,57.8969664016245,22.0403986927588,5.15077335976372,59.23
3/1/2015,46.0264264610611,1002.17019854176,26.7581230982921,80.1942293589448,14.9855784771726,4.57782473373984,55.56
3/2/2015,51.0941831751585,998.071071736093,17.5194408624786,56.1038725223072,15.600535784667,3.9925985212819,57.3
3/3/2015,41.7079225419116,982.64231218772,22.9303828105713,6.38135904054666,38.9393958032625,2.54608497289774,57.26
3/4/2015,86.2990007321543,1020.82366133181,29.8245562070497,69.3447240898311,0.273047251591657,9.11000570255767,58.14
3/5/2015,48.5402661354871,996.097299078072,30.9212759482286,6.05969146733086,37.4541820667983,1.03621993584672,53.09
3/6/2015,42.4747607749904,990.369374541146,36.7957672327585,81.7468895016438,40.5199215061553,10.65073115863,53.55
3/7/2015,63.4156866526598,1025.76809746793,17.0737115558249,4.30341833066943,45.0681121921034,2.10029667477304,54.51
3/8/2015,31.273937997981,1027.6846480475,11.7364364007758,13.739738101037,31.3440901615241,11.7584838222184,73.02
3/9/2015,84.1757584603231,1032.65084245803,25.5865706715936,27.5107590523268,16.672766413612,11.8616165770448,64.43
3/10/2015,25.9640514943816,1015.2503827437,16.6291159711812,63.33647922608,21.3617366274435,4.78064449489382,59.66
3/11/2015,98.9509549280413,1042.58382236427,23.7839381579591,97.6359099631306,48.4868041143714,11.8538528715871,45.22
3/12/2015,81.7795815437325,1045.54399273787,16.799431938238,11.7822852619934,44.0593413217926,10.4288222073687,60.9
3/13/2015,35.8972545227337,1036.51596578547,6.11983146712697,14.2707669213918,23.1762954549721,0.989163323359987,63.21
3/14/2015,20.4417693698881,1024.49154374057,18.7770700663583,36.887039670098,47.1531503555461,11.3679427635434,63.41
3/15/2015,85.2369142763867,1001.26046675138,27.6367128776413,83.621913775532,41.1477437703229,0.51017263085513,39.76
3/16/2015,76.5485875078093,1048.80614451341,31.9713523067059,46.7230952750814,45.0544930829897,2.18297152486928,46.18
3/17/2015,78.3205734432789,999.189531703435,19.7330510718618,32.1610600255821,34.148861728796,7.01514649016009,55.88
3/18/2015,81.7016277348756,994.18598453933,6.60951560841603,56.1203832208861,42.8827021730997,0.968846140800163,45.81
3/19/2015,25.9235721387272,1010.95078796506,16.5875083859772,26.052319744575,44.5883070667162,1.94073308387242,55.64
3/20/2015,48.6772582835418,983.978839949867,31.4517571536679,40.115990724752,4.60082922703357,11.4419014453468,70.92
3/21/2015,29.2695247620103,1048.49461252702,16.5143708246829,33.2605149232041,48.2608488330329,11.9362546186512,65.4
3/22/2015,89.0482740700474,1021.19034894914,27.8612317441688,80.4141022414645,16.6806549382031,9.57763850136356,50.51
3/23/2015,69.8638501462046,1018.98664641649,20.2885472671235,92.4255726438,21.9949754791677,6.18251269757643,52.8
3/24/2015,46.4718419882119,1025.90573959298,9.64892500437586,75.9572192156911,39.5951879596407,10.8036112283001,54.91
3/25/2015,25.0846680228818,1014.7916553444,31.8460203209229,43.9083576029983,33.2448152786248,1.34278525060282,57.83
3/26/2015,44.8785857372529,982.244446196617,3.36853816282748,50.4334977496663,44.6529956218028,11.3147024309401,60.27
3/27/2015,46.0146657621397,1022.86179021882,20.995611310206,12.5073693929435,20.0286875388386,4.21863512946518,63.98
3/28/2015,78.3684942670451,1030.13217138695,8.35564136973619,74.6864711134537,18.6644081838079,10.3378726947983,59.16
3/29/2015,71.004597708417,1009.17243424368,2.68262514165502,59.6475679395044,1.58444247706598,8.02048087182469,64.87
3/30/2015,90.9770194061061,1033.01069004498,20.1173574833299,90.2439996137436,23.1362688334829,11.5232916486686,53.57
3/31/2015,57.7771940129559,995.890090953689,19.9824862373969,20.0611143575153,36.2035385164554,10.3761353735498,61.91
4/1/2015,29.5675396750641,995.489361374632,28.2760360670288,75.9726121932612,15.0589358813108,10.6547737626108,64.31
4/2/2015,77.0595829778396,991.29918913813,29.7900277220761,68.4671661719189,23.136325683692,7.58105227344036,48.49
4/3/2015,80.8628038893518,1006.03963318524,29.1116595477158,26.5845533809752,10.9698884242639,9.9979023717153,64.03
